year,commodity_type_en,commodity_type_fr,solicitation_code,contracts_count,original_value,amendment_value,department_en,department_fr
2019,Good,Biens,TN,174,35125524.92,23909.67,Statistics Canada,Statistique Canada
2019,Construction,Construction,TN,0,0,0,Statistics Canada,Statistique Canada
2019,Service,Services,AC,8,2120773.79,0,Statistics Canada,Statistique Canada
2019,Good,Biens,AC,1,15152.53,0,Statistics Canada,Statistique Canada
2019,Construction,Construction,AC,0,0,0,Statistics Canada,Statistique Canada
2019,Service,Services,TC,97,13919018.59,2935.11,Statistics Canada,Statistique Canada
2019,Good,Biens,TC,210,14742951.47,-54391.07,Statistics Canada,Statistique Canada
2019,Construction,Construction,TC,0,0,0,Statistics Canada,Statistique Canada
2019,Service,Services,OB,26,8281543.93,3024.00,Statistics Canada,Statistique Canada
2019,Good,Biens,OB,8,750926.52,-3607.46,Statistics Canada,Statistique Canada
2019,Construction,Construction,OB,0,0,0,Statistics Canada,Statistique Canada
2017,Service,Services,TC,23,865311.53,28932.01,Status of Women Canada,Condition féminine Canada
2017,Good,Biens,TC,15,714777.65,39286.11,Status of Women Canada,Condition féminine Canada
2017,Construction,Construction,TC,0,0,0,Status of Women Canada,Condition féminine Canada
2017,Service,Services,TN,30,648423.22,84612.22,Status of Women Canada,Condition féminine Canada
2017,Good,Biens,TN,6,108847.32,0,Status of Women Canada,Condition féminine Canada
2017,Construction,Construction,TN,0,0,0,Status of Women Canada,Condition féminine Canada
2018,Service,Services,Non-competitiv SO/SA,11,267847.04,54879.16,Status of Women Canada,Condition féminine Canada
2018,Good,Biens,Non-competitiv SO/SA,1,16352.89,0,Status of Women Canada,Condition féminine Canada
2018,Construction,Construction,Non-competitiv SO/SA,0,0,0,Status of Women Canada,Condition féminine Canada
2017,Service,Services,TN,257,10018640.67,752046.18,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Good,Biens,TN,34,2912311.20,622013.16,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Construction,Construction,TN,0,0,0,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Service,Services,AC,6,3107793.26,296873.71,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Good,Biens,AC,0,0,0,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Construction,Construction,AC,0,0,0,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Service,Services,TC,209,135763603.23,29436653.76,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Good,Biens,TC,88,12368054.10,833647.21,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Construction,Construction,TC,0,0,0,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Service,Services,OB,56,26878110.83,104998249.37,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Good,Biens,OB,15,3381967.68,145978.69,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Construction,Construction,OB,0,0,0,Treasury Board of Canada Secretariat,Secrétariat du Conseil du Trésor du Canada
2017,Service,Services,OB,44,12725716.76,6951570.47,Transport Canada,Transports Canada
2017,Good,Biens,OB,20,1455744.21,861909.67,Transport Canada,Transports Canada
2017,Construction,Construction,OB,0,0,0,Transport Canada,Transports Canada
2017,Service,Services,TC,509,166720936.92,23827695.13,Transport Canada,Transports Canada
2017,Good,Biens,TC,808,53016954.68,10394817.56,Transport Canada,Transports Canada
2017,Construction,Construction,TC,16,528835.04,62900.32,Transport Canada,Transports Canada
2017,Service,Services,TN,583,16782608.11,416944.10,Transport Canada,Transports Canada
2017,Good,Biens,TN,291,5401031.56,164997.29,Transport Canada,Transports Canada
2017,Construction,Construction,TN,27,552818.41,44070.00,Transport Canada,Transports Canada
2017,Service,Services,AC,13,1379251.12,1425372.98,Transport Canada,Transports Canada
2017,Good,Biens,AC,3,5526398.15,0,Transport Canada,Transports Canada
2017,Construction,Construction,AC,0,0,0,Transport Canada,Transports Canada
2017,Service,Services,TC,33,1216209.91,519336.76,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2017,Good,Biens,TC,68,2358148.88,18625.95,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2017,Construction,Construction,TC,0,0,0,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2017,Service,Services,TN,47,1009071.78,253706.26,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2017,Good,Biens,TN,11,307809.81,0,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2017,Construction,Construction,TN,0,0,0,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2019,Service,Services,OB,0,0,0,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2019,Good,Biens,OB,2,72241.25,0,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2019,Construction,Construction,OB,0,0,0,Transportation Safety Board of Canada,Bureau de la sécurité des transports du Canada
2017,Service,Services,TC,210,76288913.29,28707691.05,Veterans Affairs Canada,Anciens Combattants Canada
2017,Good,Biens,TC,168,11895127.33,476167.55,Veterans Affairs Canada,Anciens Combattants Canada
2017,Construction,Construction,TC,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2017,Service,Services,TN,137,6945742.09,14813.50,Veterans Affairs Canada,Anciens Combattants Canada
2017,Good,Biens,TN,105,3225203.38,27399.99,Veterans Affairs Canada,Anciens Combattants Canada
2017,Construction,Construction,TN,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2018,Service,Services,OB,0,0,24237104.58,Veterans Affairs Canada,Anciens Combattants Canada
2018,Good,Biens,OB,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2018,Construction,Construction,OB,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2019,Service,Services,AC,0,0,169500.00,Veterans Affairs Canada,Anciens Combattants Canada
2019,Good,Biens,AC,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2019,Construction,Construction,AC,0,0,0,Veterans Affairs Canada,Anciens Combattants Canada
2018,Service,Services,TN,3,47872.47,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2018,Good,Biens,TN,2,37737.81,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2018,Construction,Construction,TN,0,0,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2019,Service,Services,TC,3,74746.94,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2019,Good,Biens,TC,3,62682.98,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2019,Construction,Construction,TC,0,0,0,Veterans Review and Appeal Board,Tribunal des anciens combattants (révision et appel)
2019,Service,Services,TC,10,604610.61,178073.38,Department for Women and Gender Equality,Ministère des Femmes et de l’Égalité des genres
2019,Good,Biens,TC,10,602250.02,19385.70,Department for Women and Gender Equality,Ministère des Femmes et de l’Égalité des genres
2019,Construction,Construction,TC,0,0,0,Department for Women and Gender Equality,Ministère des Femmes et de l’Égalité des genres
2019,Service,Services,TN,40,903019.46,52780.35,Department for Women and Gender Equality,Ministère des Femmes et de l’Égalité des genres
2019,Good,Biens,TN,6,171025.36,0,Department for Women and Gender Equality,Ministère des Femmes et de l’Égalité des genres
2019,Construction,Construction,TN,0,0,0,Department for Women and Gender Equality,Ministère des Femmes et de l’Égalité des genres
2019,Service,Services,AC,1,1280160.23,0,Department for Women and Gender Equality,Ministère des Femmes et de l’Égalité des genres
2019,Good,Biens,AC,0,0,0,Department for Women and Gender Equality,Ministère des Femmes et de l’Égalité des genres
2019,Construction,Construction,AC,0,0,0,Department for Women and Gender Equality,Ministère des Femmes et de l’Égalité des genres
2018,Service,Services,TN,33,848180.72,-9932.25,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018,Good,Biens,TN,14,583207.98,6996.47,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018,Construction,Construction,TN,0,0,0,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018,Service,Services,TC,21,980098.08,221399.44,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018,Good,Biens,TC,9,382343.58,10500.00,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2018,Construction,Construction,TC,0,0,0,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2019,Service,Services,AC,2,507362.10,0,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2019,Good,Biens,AC,0,0,0,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
2019,Construction,Construction,AC,0,0,0,Western Economic Diversification Canada,Diversification de l'économie de l'Ouest Canada
